Number,Date.Received.at.MDU,Farm,Batch,MDU.ID,Serotype,o_antigen,Phage.type,R.type,MLVA.Aus,SARDI.ID,Date.collected,Shed.and.pen,Type.of.shelter,Number.in.pen,age,Sample.type..i.,Sample.type.ii,Sample.type.iii,Indication,age2,
149,7/2/13,VIC2,2,13-12764,mSTm,,193,AT,04-15-11-00-490,FS13-0914.1,3/12/13,NA,conventional,,9wk,faecal,individual,1,Previous study isolation mSTm,9,
150,7/2/13,VIC2,2,13-12765,nt,,nt,nt,nt,FS13-0914.2,3/12/13,NA,conventional,,9wk,faecal,individual,1,Previous study isolation mSTm,9,
151,7/2/13,VIC2,2,13-12766,nt,,nt,nt,nt,FS13-0914.3,3/12/13,NA,conventional,,9wk,faecal,individual,1,Previous study isolation mSTm,9,
152,7/2/13,VIC2,2,13-12767,nt,,nt,nt,nt,FS13-0914.4,3/12/13,NA,conventional,,9wk,faecal,individual,1,Previous study isolation mSTm,9,
153,7/2/13,VIC2,2,13-12768,nt,,nt,nt,nt,FS13-0914.5,3/12/13,NA,conventional,,9wk,faecal,individual,1,Previous study isolation mSTm,9,
154,7/2/13,VIC2,2,13-12769,mSTm,,193,ATTm,04-15-11-00-490,FS13-0915.1,3/12/13,NA,conventional,,9wk,faecal,individual,1,Previous study isolation mSTm,9,
155,7/2/13,VIC2,2,13-12770,nt,,nt,nt,nt,FS13-0915.2,3/12/13,NA,conventional,,9wk,faecal,individual,1,Previous study isolation mSTm,9,
156,7/2/13,VIC2,2,13-12771,nt,,nt,nt,nt,FS13-0915.3,3/12/13,NA,conventional,,9wk,faecal,individual,1,Previous study isolation mSTm,9,
157,7/2/13,VIC2,2,13-12772,nt,,nt,nt,nt,FS13-0915.4,3/12/13,NA,conventional,,9wk,faecal,individual,1,Previous study isolation mSTm,9,
158,7/2/13,VIC2,2,13-12773,nt,,nt,nt,nt,FS13-0915.5,3/12/13,NA,conventional,,9wk,faecal,individual,1,Previous study isolation mSTm,9,
159,7/2/13,VIC2,2,13-12774,mSTm,,193,AT,04-15-11-00-490,FS13-0916.1,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
160,7/2/13,VIC2,2,13-12775,nt,,nt,nt,nt,FS13-0916.2,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
161,7/2/13,VIC2,2,13-12776,nt,,nt,nt,nt,FS13-0916.3,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
162,7/2/13,VIC2,2,13-12777,nt,,nt,nt,nt,FS13-0916.4,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
163,7/2/13,VIC2,2,13-12778,nt,,nt,nt,nt,FS13-0916.5,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
164,7/2/13,VIC2,2,13-12779,S. London,,n.a,sensitive,n/a,FS13-0917.1,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
165,7/2/13,VIC2,2,13-12780,"H=l,v",,n.a,nt,n/a,FS13-0917.2,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
166,7/2/13,VIC2,2,13-12781,"H=l,v",,n.a,nt,n/a,FS13-0917.3,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
167,7/2/13,VIC2,2,13-12782,"H=l,v",,n.a,nt,n/a,FS13-0917.4,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
168,7/2/13,VIC2,2,13-12783,"H=l,v",,n.a,nt,n/a,FS13-0917.5,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
169,7/2/13,VIC2,2,13-12784,mSTm,,193,AT,04-15-11-00-490,FS13-0918.1,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
170,7/2/13,VIC2,2,13-12785,nt,,nt,nt,nt,FS13-0918.2,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
171,7/2/13,VIC2,2,13-12786,nt,,nt,nt,nt,FS13-0918.3,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
172,7/2/13,VIC2,2,13-12787,nt,,nt,nt,nt,FS13-0918.4,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
173,7/2/13,VIC2,2,13-12788,nt,,nt,nt,nt,FS13-0918.5,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
174,7/2/13,VIC2,2,13-12789,S. London*,,n.a,sensitive,n/a,FS13-0919.1,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
175,7/2/13,VIC2,2,13-12790,"H=l,v",,n.a,nt,n/a,FS13-0919.2,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
176,7/2/13,VIC2,2,13-12791,"H=l,v",,n.a,nt,n/a,FS13-0919.3,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
177,7/2/13,VIC2,2,13-12792,"H=l,v",,n.a,nt,n/a,FS13-0919.4,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
178,7/2/13,VIC2,2,13-12793,"H=l,v",,n.a,nt,n/a,FS13-0919.5,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
179,7/2/13,VIC2,2,13-12794,mSTm,,193,T,04-15-11-00-490,FS13-0920.1,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
180,7/2/13,VIC2,2,13-12795,nt,,nt,nt,nt,FS13-0920.2,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
181,7/2/13,VIC2,2,13-12796,nt,,nt,nt,nt,FS13-0920.3,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
182,7/2/13,VIC2,2,13-12797,nt,,nt,nt,nt,FS13-0920.4,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
183,7/2/13,VIC2,2,13-12798,nt,,nt,nt,nt,FS13-0920.5,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
184,7/2/13,VIC2,2,13-12799,S. London,,n.a,sensitive,n/a,FS13-0921.1,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
185,7/2/13,VIC2,2,13-12800,"H=l,v",,n.a,nt,n/a,FS13-0921.2,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
186,7/2/13,VIC2,2,13-12801,"H=l,v",,n.a,nt,n/a,FS13-0921.3,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
187,7/2/13,VIC2,2,13-12802,"H=l,v",,n.a,nt,n/a,FS13-0921.4,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
188,7/2/13,VIC2,2,13-12803,"H=l,v",,n.a,nt,n/a,FS13-0921.5,3/12/13,NA,conventional,,15wk,faecal,individual,1,Previous study isolation mSTm,15,
189,7/2/13,VIC2,2,13-12804,mSTm,,193,T,04-15-11-00-490,FS13-0922.1,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
190,7/2/13,VIC2,2,13-12805,nt,,nt,nt,nt,FS13-0922.2,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
191,7/2/13,VIC2,2,13-12806,nt,,nt,nt,nt,FS13-0922.3,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
192,7/2/13,VIC2,2,13-12807,nt,,nt,nt,nt,FS13-0922.4,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
193,7/2/13,VIC2,2,13-12808,nt,,nt,nt,nt,FS13-0922.5,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
194,7/2/13,VIC2,2,13-12809,mSTm,,193,T,04-15-11-00-490,FS13-0924.1,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
195,7/2/13,VIC2,2,13-12810,nt,,nt,nt,nt,FS13-0924.2,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
196,7/2/13,VIC2,2,13-12811,nt,,nt,nt,nt,FS13-0924.3,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
197,7/2/13,VIC2,2,13-12812,nt,,nt,nt,nt,FS13-0924.4,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
198,7/2/13,VIC2,2,13-12813,nt,,nt,nt,nt,FS13-0924.5,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
199,7/2/13,VIC2,2,13-12814,mSTm,,193,T,04-15-11-00-490,FS13-0925.1,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
200,7/2/13,VIC2,2,13-12815,nt,,nt,nt,nt,FS13-0925.2,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
201,7/2/13,VIC2,2,13-12816,nt,,nt,nt,nt,FS13-0925.3,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
202,7/2/13,VIC2,2,13-12817,nt,,nt,nt,nt,FS13-0925.4,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
203,7/2/13,VIC2,2,13-12818,nt,,nt,nt,nt,FS13-0925.5,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
204,7/2/13,VIC2,2,13-12819,S. London,,n.a,A,n/a,FS13-0926.1,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
205,7/2/13,VIC2,2,13-12820,"H=l,v",,n.a,nt,n/a,FS13-0926.2,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
206,7/2/13,VIC2,2,13-12821,"H=l,v",,n.a,nt,n/a,FS13-0926.3,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
207,7/2/13,VIC2,2,13-12822,"H=l,v",,n.a,nt,n/a,FS13-0926.4,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
208,7/2/13,VIC2,2,13-12823,mSTm,,193,T,04-15-11-00-490,FS13-0926.5,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
209,7/2/13,VIC2,2,13-12824,mSTm,,193,T,04-15-11-00-490,FS13-0927.1,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
210,7/2/13,VIC2,2,13-12825,nt,,nt,nt,nt,FS13-0927.2,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
211,7/2/13,VIC2,2,13-12826,nt,,nt,nt,nt,FS13-0927.3,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
212,7/2/13,VIC2,2,13-12827,nt,,nt,nt,nt,FS13-0927.4,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
213,7/2/13,VIC2,2,13-12828,nt,,nt,nt,nt,FS13-0927.5,3/12/13,NA,conventional,,20wk,faecal,individual,1,Previous study isolation mSTm,20,
214,6/26/13,VIC2,3,13-12236,mSTm,,193,T,04-15-11-00-490,FS13-1541.1,5/20/13,,conventional,,8wk,faecal,individual,1,Previous study isolation mSTm,8,
215,6/26/13,VIC2,3,13-12237,nt,,nt,nt,nt,FS13-1541.2,5/20/13,,conventional,,8wk,faecal,individual,1,Previous study isolation mSTm,8,
216,6/26/13,VIC2,3,13-12238,nt,,nt,nt,nt,FS13-1541.3,5/20/13,,conventional,,8wk,faecal,individual,1,Previous study isolation mSTm,8,
217,6/26/13,VIC2,3,13-12239,nt,,nt,nt,nt,FS13-1541.4,5/20/13,,conventional,,8wk,faecal,individual,1,Previous study isolation mSTm,8,
218,6/26/13,VIC2,3,13-12240,nt,,nt,nt,nt,FS13-1541.5,5/20/13,,conventional,,8wk,faecal,individual,1,Previous study isolation mSTm,8,
219,6/26/13,VIC2,3,13-12241,mSTm,,193,T,04-15-11-00-490,FS13-1543.1,5/20/13,,conventional,,6-7wk,faecal,individual,1,Previous study isolation mSTm,7-Jun,
220,6/26/13,VIC2,3,13-12242,nt,,nt,nt,nt,FS13-1543.2,5/20/13,,conventional,,6-7wk,faecal,individual,1,Previous study isolation mSTm,7-Jun,
221,6/26/13,VIC2,3,13-12243,nt,,nt,nt,nt,FS13-1543.3,5/20/13,,conventional,,6-7wk,faecal,individual,1,Previous study isolation mSTm,7-Jun,
222,6/26/13,VIC2,3,13-12244,nt,,nt,nt,nt,FS13-1543.4,5/20/13,,conventional,,6-7wk,faecal,individual,1,Previous study isolation mSTm,7-Jun,
223,6/26/13,VIC2,3,13-12245,nt,,nt,nt,nt,FS13-1543.5,5/20/13,,conventional,,6-7wk,faecal,individual,1,Previous study isolation mSTm,7-Jun,
224,6/26/13,VIC2,3,13-12246,mSTm,,193,T,04-15-11-00-490,FS13-1545.1,5/20/13,,conventional,,Sick pen ,faecal,individual,1,Previous study isolation mSTm,Sickpen ,
225,6/26/13,VIC2,3,13-12247,nt,,nt,nt,nt,FS13-1545.2,5/20/13,,conventional,,Sick pen ,faecal,individual,1,Previous study isolation mSTm,Sickpen ,
226,6/26/13,VIC2,3,13-12248,nt,,nt,nt,nt,FS13-1545.3,5/20/13,,conventional,,Sick pen ,faecal,individual,1,Previous study isolation mSTm,Sickpen ,
227,6/26/13,VIC2,3,13-12249,nt,,nt,nt,nt,FS13-1545.4,5/20/13,,conventional,,Sick pen ,faecal,individual,1,Previous study isolation mSTm,Sickpen ,
228,6/26/13,VIC2,3,13-12250,nt,,nt,nt,nt,FS13-1545.5,5/20/13,,conventional,,Sick pen ,faecal,individual,1,Previous study isolation mSTm,Sickpen ,
229,6/26/13,VIC2,3,13-12251,mSTm,,193,AT,04-15-11-00-490,FS13-1547.1,5/20/13,,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
230,6/26/13,VIC2,3,13-12252,nt,,nt,nt,nt,FS13-1547.2,5/20/13,,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
231,6/26/13,VIC2,3,13-12253,nt,,nt,nt,nt,FS13-1547.3,5/20/13,,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
232,6/26/13,VIC2,3,13-12254,nt,,nt,nt,nt,FS13-1547.4,5/20/13,,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
233,6/26/13,VIC2,3,13-12255,nt,,nt,nt,nt,FS13-1547.5,5/20/13,,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
234,6/26/13,VIC2,3,13-12256,mSTm,,193,T,04-15-11-00-490,FS13-1548.1,5/20/13,,conventional,,8-11wk,faecal,individual,1,Previous study isolation mSTm,11-Aug,
235,6/26/13,VIC2,3,13-12257,nt,,nt,nt,nt,FS13-1548.2,5/20/13,,conventional,,8-11wk,faecal,individual,1,Previous study isolation mSTm,11-Aug,
236,6/26/13,VIC2,3,13-12258,nt,,nt,nt,nt,FS13-1548.3,5/20/13,,conventional,,8-11wk,faecal,individual,1,Previous study isolation mSTm,11-Aug,
237,6/26/13,VIC2,3,13-12259,nt,,nt,nt,nt,FS13-1548.4,5/20/13,,conventional,,8-11wk,faecal,individual,1,Previous study isolation mSTm,11-Aug,
238,6/26/13,VIC2,3,13-12260,nt,,nt,nt,nt,FS13-1548.5,5/20/13,,conventional,,8-11wk,faecal,individual,1,Previous study isolation mSTm,11-Aug,
239,6/26/13,VIC2,3,13-12261,mSTm,,120,ATTm,04-15-11-00-490,FS13-1549.1,5/20/13,,conventional,,11-14wk,faecal,individual,1,Previous study isolation mSTm,14-Nov,
240,6/26/13,VIC2,3,13-12262,nt,,nt,nt,nt,FS13-1549.2,5/20/13,,conventional,,11-14wk,faecal,individual,1,Previous study isolation mSTm,14-Nov,
241,6/26/13,VIC2,3,13-12263,nt,,nt,nt,nt,FS13-1549.3,5/20/13,,conventional,,11-14wk,faecal,individual,1,Previous study isolation mSTm,14-Nov,
242,6/26/13,VIC2,3,13-12264,nt,,nt,nt,nt,FS13-1549.4,5/20/13,,conventional,,11-14wk,faecal,individual,1,Previous study isolation mSTm,14-Nov,
243,6/26/13,VIC2,3,13-12265,nt,,nt,nt,nt,FS13-1549.5,5/20/13,,conventional,,11-14wk,faecal,individual,1,Previous study isolation mSTm,14-Nov,
244,6/26/13,VIC2,3,13-12266,No growth,,n/a ,n/a,n/a,FS13-1550.1,5/20/13,,conventional,,21wk,faecal,individual,1,Previous study isolation mSTm,21,
245,6/26/13,VIC2,3,13-12267,mSTm,,120,ATTm,04-15-11-00-490,FS13-1550.2,5/20/13,,conventional,,21wk,faecal,individual,1,Previous study isolation mSTm,21,
246,6/26/13,VIC2,3,13-12268,nt,,nt,nt,nt,FS13-1550.3,5/20/13,,conventional,,21wk,faecal,individual,1,Previous study isolation mSTm,21,
247,6/26/13,VIC2,3,13-12269,nt,,nt,nt,nt,FS13-1550.4,5/20/13,,conventional,,21wk,faecal,individual,1,Previous study isolation mSTm,21,
248,6/26/13,VIC2,3,13-12270,nt,,nt,nt,nt,FS13-1550.5,5/20/13,,conventional,,21wk,faecal,individual,1,Previous study isolation mSTm,21,
249,6/26/13,VIC2,3,13-12271,S. Adelaide,,n.a,sensitive,n/a,FS13-1551.1,5/20/13,,conventional,,21-22wk,faecal,individual,1,Previous study isolation mSTm,21-22,
250,6/26/13,VIC2,3,13-12272,S. Bm,,n.a,sensitive,n/a,FS13-1551.2,5/20/13,,conventional,,21-22wk,faecal,individual,1,Previous study isolation mSTm,21-22,
251,6/26/13,VIC2,3,13-12273,H=poly3,,n.a,nt,n/a,FS13-1551.3,5/20/13,,conventional,,21-22wk,faecal,individual,1,Previous study isolation mSTm,21-22,
252,6/26/13,VIC2,3,13-12274,H=poly3,,n.a,nt,n/a,FS13-1551.4,5/20/13,,conventional,,21-22wk,faecal,individual,1,Previous study isolation mSTm,21-22,
253,6/26/13,VIC2,3,13-12275,H=r,,n.a,nt,n/a,FS13-1551.5,5/20/13,,conventional,,21-22wk,faecal,individual,1,Previous study isolation mSTm,21-22,
254,6/26/13,VIC2,3,13-12276,S. Bm,,n.a,sensitive,n/a,FS13-1552.1,5/20/13,,conventional,,21wk,faecal,individual,1,Previous study isolation mSTm,21,
255,6/26/13,VIC2,3,13-12277,S. London,,n.a,sensitive,n/a,FS13-1552.2,5/20/13,,conventional,,21wk,faecal,individual,1,Previous study isolation mSTm,21,
256,6/26/13,VIC2,3,13-12278,"H=l,v",,n.a,nt,n/a,FS13-1552.3,5/20/13,,conventional,,21wk,faecal,individual,1,Previous study isolation mSTm,21,
257,6/26/13,VIC2,3,13-12279,"H=l,v",,n.a,nt,n/a,FS13-1552.4,5/20/13,,conventional,,21wk,faecal,individual,1,Previous study isolation mSTm,21,
258,6/26/13,VIC2,3,13-12280,"H=l,v",,n.a,nt,n/a,FS13-1552.5,5/20/13,,conventional,,21wk,faecal,individual,1,Previous study isolation mSTm,21,
259,6/26/13,VIC2,4,13-14012,mSTm,,193,T,04-15-11-00-490,FS13-2082.1,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
260,6/26/13,VIC2,4,13-14013,nt,,nt,nt,nt,FS13-2082.2,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
261,6/26/13,VIC2,4,13-14014,nt,,nt,nt,nt,FS13-2082.3,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
262,6/26/13,VIC2,4,13-14015,nt,,nt,nt,nt,FS13-2082.4,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
263,6/26/13,VIC2,4,13-14016,nt,,nt,nt,nt,FS13-2082.5,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
264,6/26/13,VIC2,4,13-14017,mSTm,,193,T,04-15-11-00-490,FS13-2083.1,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
265,6/26/13,VIC2,4,13-14018,nt,,nt,nt,nt,FS13-2083.2,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
266,6/26/13,VIC2,4,13-14019,nt,,nt,nt,nt,FS13-2083.3,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
267,6/26/13,VIC2,4,13-14020,nt,,nt,nt,nt,FS13-2083.4,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
268,6/26/13,VIC2,4,13-14021,nt,,nt,nt,nt,FS13-2083.5,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
269,6/26/13,VIC2,4,13-14022,mSTm,,193,T,04-14-11-00-490,FS13-2084.1,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
270,6/26/13,VIC2,4,13-14023,nt,,nt,nt,nt,FS13-2084.2,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
271,6/26/13,VIC2,4,13-14024,nt,,nt,nt,nt,FS13-2084.3,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
272,6/26/13,VIC2,4,13-14025,nt,,nt,nt,nt,FS13-2084.4,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
273,6/26/13,VIC2,4,13-14026,nt,,nt,nt,nt,FS13-2084.5,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
274,6/26/13,VIC2,4,13-14027,mSTm,,193,AT,04-15-11-00-490,FS13-2085.1,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
275,6/26/13,VIC2,4,13-14028,nt,,nt,nt,nt,FS13-2085.2,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
276,6/26/13,VIC2,4,13-14029,nt,,nt,nt,nt,FS13-2085.3,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
277,6/26/13,VIC2,4,13-14030,nt,,nt,nt,nt,FS13-2085.4,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
278,6/26/13,VIC2,4,13-14031,nt,,nt,nt,nt,FS13-2085.5,7/2/13,NA,conventional,,6wk,faecal,individual,1,Previous study isolation mSTm,6,
279,6/26/13,VIC2,4,13-14032,mSTm,,193,TF,04-15-11-00-490,FS13-2086.1,7/2/13,NA,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
280,6/26/13,VIC2,4,13-14033,nt,,nt,nt,nt,FS13-2086.2,7/2/13,NA,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
281,6/26/13,VIC2,4,13-14034,nt,,nt,nt,nt,FS13-2086.3,7/2/13,NA,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
282,6/26/13,VIC2,4,13-14035,nt,,nt,nt,nt,FS13-2086.4,7/2/13,NA,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
283,6/26/13,VIC2,4,13-14036,nt,,nt,nt,nt,FS13-2086.5,7/2/13,NA,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
284,6/26/13,VIC2,4,13-14037,mSTm,,193,T,04-15-11-00-490,FS13-2087.1,7/2/13,NA,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
285,6/26/13,VIC2,4,13-14038,nt,,nt,nt,nt,FS13-2087.2,7/2/13,NA,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
286,6/26/13,VIC2,4,13-14039,nt,,nt,nt,nt,FS13-2087.3,7/2/13,NA,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
287,6/26/13,VIC2,4,13-14040,nt,,nt,nt,nt,FS13-2087.4,7/2/13,NA,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
288,6/26/13,VIC2,4,13-14041,nt,,nt,nt,nt,FS13-2087.5,7/2/13,NA,conventional,,10wk,faecal,individual,1,Previous study isolation mSTm,10,
